SALESORDERID,CREATEDAT,CHANGEDAT,CUSTOMERID,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS
500014779,2015-12-08,2015-12-08,100000024,20091,16884,3207,N,I,I
500014780,2015-12-08,2015-12-08,100000042,252,212,40,N,I,I
500014781,2015-12-08,2015-12-08,100000018,6516,5477,1039,N,I,I
500014782,2015-12-08,2015-12-08,100000039,21409,17991,3418,N,I,I
500014783,2015-12-08,2015-12-08,100000010,470,395,75,N,I,I
500014784,2015-12-08,2015-12-08,100000034,4040,3395,645,N,I,I
500014785,2015-12-08,2015-12-08,100000011,16947,14243,2704,N,I,I
500014786,2015-12-08,2015-12-08,100000028,3795,3190,605,N,I,I
500014787,2015-12-08,2015-12-08,100000043,11452,9624,1828,N,I,I
500014788,2015-12-08,2015-12-08,100000026,153,129,24,N,I,I
500014789,2015-12-08,2015-12-08,100000026,18120,15228,2892,N,I,I
500014790,2015-12-08,2015-12-08,100000013,286,241,45,N,I,I
500014791,2015-12-08,2015-12-08,100000018,239323,201112,38211,N,I,I
500014792,2015-12-08,2015-12-08,100000014,321,270,51,N,I,I
500014793,2015-12-08,2015-12-08,100000025,3758,3159,599,N,I,I
500014794,2015-12-08,2015-12-08,100000035,2907,2443,464,N,I,I
500014795,2015-12-08,2015-12-08,100000028,2332,1960,372,N,I,I
500014796,2015-12-08,2015-12-08,100000024,29081,24440,4641,N,I,I
500014797,2015-12-08,2015-12-08,100000018,3779,3176,603,N,I,I
500014798,2015-12-08,2015-12-08,100000005,11545,9704,1841,N,I,I
500014799,2015-12-08,2015-12-08,100000005,1701,1430,271,N,I,I
500014800,2015-12-08,2015-12-08,100000040,376,316,60,N,I,I
500014801,2015-12-09,2015-12-09,100000002,15546,13065,2481,N,I,I
500014802,2015-12-09,2015-12-09,100000009,1486,1249,237,N,I,I
500014803,2015-12-09,2015-12-09,100000004,5111,4296,815,N,I,I
500014804,2015-12-09,2015-12-09,100000015,19638,16504,3134,N,I,I
500014805,2015-12-09,2015-12-09,100000010,17865,15013,2852,N,I,I
500014806,2015-12-09,2015-12-09,100000015,3370,2834,536,N,I,I
500014807,2015-12-09,2015-12-09,100000016,7995,6720,1275,N,I,I
500014808,2015-12-09,2015-12-09,100000008,43779,36791,6988,N,I,I
500014809,2015-12-10,2015-12-10,100000002,7169,6026,1143,N,I,I
500014810,2015-12-10,2015-12-10,100000029,8463,7113,1350,N,I,I
500014811,2015-12-10,2015-12-10,100000037,4513,3794,719,N,I,I
500014812,2015-12-10,2015-12-10,100000010,846,711,135,N,I,I
500014813,2015-12-10,2015-12-10,100000040,8056,6771,1285,N,I,I
500014814,2015-12-10,2015-12-10,100000043,240121,201783,38338,N,I,I
500014815,2015-12-10,2015-12-10,100000020,639,538,101,N,I,I
500014816,2015-12-10,2015-12-10,100000026,177,149,28,N,I,I
500014817,2015-12-10,2015-12-10,100000028,5757,4839,918,N,I,I
500014818,2015-12-10,2015-12-10,100000021,13411,11271,2140,N,I,I
500014819,2015-12-10,2015-12-10,100000021,224856,188956,35900,N,I,I
500014820,2015-12-10,2015-12-10,100000034,141,119,22,N,I,I
500014821,2015-12-10,2015-12-10,100000012,228,192,36,N,I,I
500014822,2015-12-10,2015-12-10,100000015,17671,14850,2821,N,I,I
500014823,2015-12-10,2015-12-10,100000024,17128,14394,2734,N,I,I
500014824,2015-12-10,2015-12-10,100000020,18786,15788,2998,N,I,I
500014825,2015-12-10,2015-12-10,100000004,382,322,60,N,I,I
500014826,2015-12-10,2015-12-10,100000002,19358,16268,3090,N,I,I
500014827,2015-12-10,2015-12-10,100000010,7405,6224,1181,N,I,I
500014828,2015-12-10,2015-12-10,100000039,10429,8765,1664,N,I,I
500014829,2015-12-10,2015-12-10,100000019,847,712,135,N,I,I
500014830,2015-12-10,2015-12-10,100000016,10052,8448,1604,N,I,I
500014831,2015-12-10,2015-12-10,100000000,7935,6669,1266,N,I,I
500014832,2015-12-10,2015-12-10,100000008,4989,4194,795,N,I,I
500014833,2015-12-10,2015-12-10,100000038,9826,8258,1568,N,I,I
500014834,2015-12-10,2015-12-10,100000009,1811,1523,288,N,I,I
500014835,2015-12-10,2015-12-10,100000022,5026,4225,801,N,I,I
500014836,2015-12-10,2015-12-10,100000016,10275,8635,1640,N,I,I
500014837,2015-12-10,2015-12-10,100000026,19663,16526,3137,N,I,I
500014838,2015-12-10,2015-12-10,100000007,123273,103591,19682,N,I,I
500014839,2015-12-10,2015-12-10,100000014,11057,9293,1764,N,I,I
500014840,2015-12-10,2015-12-10,100000029,1486,1249,237,N,I,I
500014841,2015-12-10,2015-12-10,100000002,2558,2150,408,N,I,I
500014842,2015-12-10,2015-12-10,100000014,8373,7037,1336,N,I,I
500014843,2015-12-10,2015-12-10,100000039,15562,13079,2483,N,I,I
500014844,2015-12-10,2015-12-10,100000004,282,237,45,N,I,I
500014845,2015-12-10,2015-12-10,100000033,12878,10823,2055,N,I,I
500014846,2015-12-10,2015-12-10,100000024,928,781,147,N,I,I
500014847,2015-12-10,2015-12-10,100000023,310,261,49,N,I,I
500014848,2015-12-10,2015-12-10,100000041,9926,8342,1584,N,I,I
500014849,2015-12-10,2015-12-10,100000029,1546,1300,246,N,I,I
500014850,2015-12-10,2015-12-10,100000011,6977,5865,1112,N,I,I
500014851,2015-12-10,2015-12-10,100000033,16275,13678,2597,N,I,I
500014852,2015-12-10,2015-12-10,100000036,1642,1380,262,N,I,I
500014853,2015-12-10,2015-12-10,100000041,8949,7521,1428,N,I,I
500014854,2015-12-10,2015-12-10,100000043,114,96,18,N,I,I
500014855,2015-12-10,2015-12-10,100000039,17929,15068,2861,N,I,I
500014856,2015-12-10,2015-12-10,100000001,29988,25200,4788,N,I,I
500014857,2015-12-10,2015-12-10,100000014,19123,16071,3052,N,I,I
500014858,2015-12-10,2015-12-10,100000037,23,20,3,N,I,I
500014859,2015-12-10,2015-12-10,100000040,13934,11710,2224,N,I,I
500014860,2015-12-10,2015-12-10,100000020,15958,13412,2546,N,I,I
500014861,2015-12-10,2015-12-10,100000025,8148,6849,1299,N,I,I
500014862,2015-12-10,2015-12-10,100000009,9531,8011,1520,N,I,I
500014863,2015-12-10,2015-12-10,100000034,18604,15635,2969,N,I,I
500014864,2015-12-10,2015-12-10,100000042,16974,14265,2709,N,I,I
500014865,2015-12-10,2015-12-10,100000015,6501,5464,1037,N,I,I
500014866,2015-12-10,2015-12-10,100000004,5709,4798,911,N,I,I
500014867,2015-12-10,2015-12-10,100000043,13703,11516,2187,N,I,I
500014868,2015-12-10,2015-12-10,100000001,6748,5672,1076,N,I,I
500014869,2015-12-10,2015-12-10,100000018,6464,5432,1032,N,I,I
500014870,2015-12-10,2015-12-10,100000015,498,420,78,N,I,I
500014871,2015-12-10,2015-12-10,100000040,10238,8604,1634,N,I,I
500014872,2015-12-10,2015-12-10,100000006,2414,2030,384,N,I,I
500014873,2015-12-10,2015-12-10,100000020,423,356,67,N,I,I
500014874,2015-12-10,2015-12-10,100000025,291,245,46,N,I,I
500014875,2015-12-10,2015-12-10,100000000,20243,17013,3230,N,I,I
500014876,2015-12-10,2015-12-10,100000001,3575,3005,570,N,I,I
500014877,2015-12-10,2015-12-10,100000016,3321,2791,530,N,I,I
500014878,2015-12-10,2015-12-10,100000007,9192,7725,1467,N,I,I
500014879,2015-12-10,2015-12-10,100000029,706,594,112,N,I,I
500014880,2015-12-10,2015-12-10,100000028,992,834,158,N,I,I
500014881,2015-12-10,2015-12-10,100000012,8889,7470,1419,N,I,I
500014882,2015-12-10,2015-12-10,100000024,4284,3600,684,N,I,I
500014883,2015-12-10,2015-12-10,100000041,1678,1411,267,N,I,I
500014884,2015-12-10,2015-12-10,100000033,8128,6831,1297,N,I,I
500014885,2015-12-10,2015-12-10,100000007,11505,9670,1835,N,I,I
500014886,2015-12-10,2015-12-10,100000008,2852,2397,455,N,I,I
500014887,2015-12-11,2015-12-11,100000006,22838,19192,3646,N,I,I
500014888,2015-12-11,2015-12-11,100000030,282,238,44,N,I,I
500014889,2015-12-11,2015-12-11,100000009,761,640,121,N,I,I
500014890,2015-12-11,2015-12-11,100000015,17880,15027,2853,N,I,I
500014891,2015-12-11,2015-12-11,100000004,7537,6334,1203,N,I,I
500014892,2015-12-11,2015-12-11,100000032,4356,3662,694,N,I,I
500014893,2015-12-11,2015-12-11,100000015,80,68,12,N,I,I
500014894,2015-12-11,2015-12-11,100000030,22611,19002,3609,N,I,I
500014895,2015-12-11,2015-12-11,100000004,589,495,94,N,I,I
500014896,2015-12-11,2015-12-11,100000039,26536,22300,4236,N,I,I
500014897,2015-12-11,2015-12-11,100000043,1418,1192,226,N,I,I
500014898,2015-12-11,2015-12-11,100000033,523,440,83,N,I,I
500014899,2015-12-11,2015-12-11,100000036,2326,1957,369,N,I,I
500014900,2015-12-11,2015-12-11,100000021,8264,6945,1319,N,I,I
500014901,2015-12-11,2015-12-11,100000031,9510,7992,1518,N,I,I
500014902,2015-12-11,2015-12-11,100000018,15779,13261,2518,N,I,I
500014903,2015-12-11,2015-12-11,100000014,3798,3192,606,N,I,I
500014904,2015-12-11,2015-12-11,100000014,15118,12705,2413,N,I,I
500014905,2015-12-11,2015-12-11,100000010,9743,8188,1555,N,I,I
500014906,2015-12-11,2015-12-11,100000030,714,602,112,N,I,I
500014907,2015-12-11,2015-12-11,100000006,13258,11142,2116,N,I,I
500014908,2015-12-11,2015-12-11,100000020,246,207,39,N,I,I
500014909,2015-12-11,2015-12-11,100000011,160791,135119,25672,N,I,I
500014910,2015-12-11,2015-12-11,100000010,1063,894,169,N,I,I
500014911,2015-12-11,2015-12-11,100000010,289,243,46,N,I,I
500014912,2015-12-11,2015-12-11,100000017,703,592,111,N,I,I
500014913,2015-12-11,2015-12-11,100000011,2193,1844,349,N,I,I
500014914,2015-12-11,2015-12-11,100000037,9934,8349,1585,N,I,I
500014915,2015-12-11,2015-12-11,100000028,1192,1002,190,N,I,I
500014916,2015-12-11,2015-12-11,100000022,1725,1451,274,N,I,I
500014917,2015-12-11,2015-12-11,100000007,56,48,8,N,I,I
500014918,2015-12-11,2015-12-11,100000007,4993,4197,796,N,I,I
500014919,2015-12-12,2015-12-12,100000037,6757,5679,1078,N,I,I
500014920,2015-12-12,2015-12-12,100000028,12521,10523,1998,N,I,I
500014921,2015-12-12,2015-12-12,100000022,6679,5613,1066,N,I,I
500014922,2015-12-12,2015-12-12,100000012,8756,7360,1396,N,I,I
500014923,2015-12-12,2015-12-12,100000030,7258,6100,1158,N,I,I
500014924,2015-12-12,2015-12-12,100000019,15694,13189,2505,N,I,I
500014925,2015-12-12,2015-12-12,100000032,890,750,140,N,I,I
500014926,2015-12-12,2015-12-12,100000021,21075,17712,3363,N,I,I
500014927,2015-12-12,2015-12-12,100000040,14004,11769,2235,N,I,I
500014928,2015-12-12,2015-12-12,100000002,7389,6210,1179,N,I,I
500014929,2015-12-12,2015-12-12,100000031,2534,2130,404,N,I,I
500014930,2015-12-12,2015-12-12,100000023,2081,1749,332,N,I,I
500014931,2015-12-12,2015-12-12,100000040,4284,3600,684,N,I,I
500014932,2015-12-12,2015-12-12,100000031,16369,13756,2613,N,I,I
500014933,2015-12-12,2015-12-12,100000010,17778,14940,2838,N,I,I
500014934,2015-12-12,2015-12-12,100000009,12435,10452,1983,N,I,I
500014935,2015-12-12,2015-12-12,100000036,1638,1378,260,N,I,I
500014936,2015-12-12,2015-12-12,100000026,1116,938,178,N,I,I
500014937,2015-12-12,2015-12-12,100000043,3169,2664,505,N,I,I
500014938,2015-12-12,2015-12-12,100000009,4585,3855,730,N,I,I
500014939,2015-12-12,2015-12-12,100000034,624,525,99,N,I,I
500014940,2015-12-12,2015-12-12,100000042,5688,4780,908,N,I,I
500014941,2015-12-12,2015-12-12,100000040,14567,12242,2325,N,I,I
500014942,2015-12-12,2015-12-12,100000003,8977,7545,1432,N,I,I
500014943,2015-12-12,2015-12-12,100000040,575,484,91,N,I,I
500014944,2015-12-12,2015-12-12,100000012,5226,4392,834,N,I,I
500014945,2015-12-12,2015-12-12,100000033,11512,9675,1837,N,I,I
500014946,2015-12-12,2015-12-12,100000029,1075,905,170,N,I,I
500014947,2015-12-12,2015-12-12,100000006,7857,6604,1253,N,I,I
500014948,2015-12-12,2015-12-12,100000023,22356,18787,3569,N,I,I
500014949,2015-12-12,2015-12-12,100000027,11807,9923,1884,N,I,I
500014950,2015-12-12,2015-12-12,100000039,5613,4717,896,N,I,I
500014951,2015-12-12,2015-12-12,100000008,2648,2227,421,N,I,I
500014952,2015-12-12,2015-12-12,100000041,4200,3531,669,N,I,I
500014953,2015-12-12,2015-12-12,100000032,4731,3976,755,N,I,I
500014954,2015-12-12,2015-12-12,100000029,20664,17366,3298,N,I,I
500014955,2015-12-12,2015-12-12,100000016,5236,4401,835,N,I,I
500014956,2015-12-12,2015-12-12,100000031,12816,10771,2045,N,I,I
500014957,2015-12-12,2015-12-12,100000014,4031,3388,643,N,I,I
500014958,2015-12-12,2015-12-12,100000013,321,270,51,N,I,I
500014959,2015-12-12,2015-12-12,100000016,1541,1296,245,N,I,I
500014960,2015-12-12,2015-12-12,100000013,6007,5049,958,N,I,I
500014961,2015-12-12,2015-12-12,100000005,6571,5523,1048,N,I,I
500014962,2015-12-12,2015-12-12,100000000,66,56,10,N,I,I
500014963,2015-12-12,2015-12-12,100000023,419,353,66,N,I,I
500014964,2015-12-12,2015-12-12,100000025,16413,13794,2619,N,I,I
500014965,2015-12-12,2015-12-12,100000025,10238,8604,1634,N,I,I
500014966,2015-12-12,2015-12-12,100000033,924,778,146,N,I,I
500014967,2015-12-12,2015-12-12,100000016,2139,1798,341,N,I,I
500014968,2015-12-12,2015-12-12,100000021,983,828,155,N,I,I
500014969,2015-12-12,2015-12-12,100000029,5551,4667,884,N,I,I
500014970,2015-12-12,2015-12-12,100000036,167,141,26,N,I,I
500014971,2015-12-12,2015-12-12,100000020,278,234,44,N,I,I
500014972,2015-12-12,2015-12-12,100000007,247,208,39,N,I,I
500014973,2015-12-12,2015-12-12,100000004,10835,9106,1729,N,I,I
500014974,2015-12-12,2015-12-12,100000036,16018,13461,2557,N,I,I
500014975,2015-12-12,2015-12-12,100000025,9844,8274,1570,N,I,I
500014976,2015-12-12,2015-12-12,100000010,13558,11394,2164,N,I,I
500014977,2015-12-12,2015-12-12,100000031,11723,9852,1871,N,I,I
500014978,2015-12-12,2015-12-12,100000004,1420,1194,226,N,I,I
500014979,2015-12-13,2015-12-13,100000038,2481,2086,395,N,I,I
500014980,2015-12-13,2015-12-13,100000024,564,474,90,N,I,I
500014981,2015-12-13,2015-12-13,100000014,9797,8233,1564,N,I,I
500014982,2015-12-13,2015-12-13,100000015,17260,14507,2753,N,I,I
500014983,2015-12-13,2015-12-13,100000043,5104,4290,814,N,I,I
500014984,2015-12-13,2015-12-13,100000034,599,504,95,N,I,I
500014985,2015-12-13,2015-12-13,100000006,216,182,34,N,I,I
500014986,2015-12-13,2015-12-13,100000008,11223,9433,1790,N,I,I
500014987,2015-12-13,2015-12-13,100000037,17698,14873,2825,N,I,I
500014988,2015-12-13,2015-12-13,100000004,8565,7198,1367,N,I,I
500014989,2015-12-13,2015-12-13,100000002,11097,9327,1770,N,I,I
500014990,2015-12-13,2015-12-13,100000017,6265,5265,1000,N,I,I
500014991,2015-12-13,2015-12-13,100000021,25886,21754,4132,N,I,I
500014992,2015-12-13,2015-12-13,100000003,8566,7200,1366,N,I,I
500014993,2015-12-13,2015-12-13,100000019,14824,12459,2365,N,I,I
500014994,2015-12-13,2015-12-13,100000017,55425,46577,8848,N,I,I
500014995,2015-12-13,2015-12-13,100000016,7800,6555,1245,N,I,I
500014996,2015-12-13,2015-12-13,100000027,7558,6352,1206,N,I,I
500014997,2015-12-13,2015-12-13,100000037,134653,113155,21498,N,I,I
500014998,2015-12-13,2015-12-13,100000003,34990,29405,5585,N,I,I
500014999,2015-12-13,2015-12-13,100000025,7745,6511,1234,N,I,I
500015000,2015-12-13,2015-12-13,100000011,6037,5075,962,N,I,I
500015001,2015-12-13,2015-12-13,100000011,1922,1616,306,N,I,I
500015002,2015-12-13,2015-12-13,100000008,8267,6948,1319,N,I,I
500015003,2015-12-13,2015-12-13,100000028,5003,4205,798,N,I,I
500015004,2015-12-13,2015-12-13,100000041,11911,10010,1901,N,I,I
500015005,2015-12-13,2015-12-13,100000042,706,594,112,N,I,I
500015006,2015-12-13,2015-12-13,100000026,1618,1360,258,N,I,I
500015007,2015-12-13,2015-12-13,100000013,9101,7649,1452,N,I,I
500015008,2015-12-13,2015-12-13,100000015,12833,10785,2048,N,I,I
500015009,2015-12-13,2015-12-13,100000037,512,431,81,N,I,I
500015010,2015-12-13,2015-12-13,100000002,4231,3556,675,N,I,I
500015011,2015-12-14,2015-12-14,100000025,15365,12912,2453,N,I,I
500015012,2015-12-14,2015-12-14,100000040,8055,6771,1284,N,I,I
500015013,2015-12-14,2015-12-14,100000041,163569,137454,26115,N,I,I
500015014,2015-12-14,2015-12-14,100000031,2856,2400,456,N,I,I
500015015,2015-12-14,2015-12-14,100000041,59634,50114,9520,N,I,I
500015016,2015-12-14,2015-12-14,100000019,10943,9196,1747,N,I,I
500015017,2015-12-14,2015-12-14,100000036,2389,2009,380,N,I,I
500015018,2015-12-14,2015-12-14,100000002,16027,13470,2557,N,I,I
500015019,2015-12-15,2015-12-15,100000036,523,441,82,N,I,I
500015020,2015-12-15,2015-12-15,100000037,119248,100209,19039,N,I,I
500015021,2015-12-15,2015-12-15,100000043,2491,2094,397,N,I,I
500015022,2015-12-15,2015-12-15,100000024,18517,15562,2955,N,I,I
500015023,2015-12-15,2015-12-15,100000041,17778,14940,2838,N,I,I
500015024,2015-12-15,2015-12-15,100000041,14038,11798,2240,N,I,I
500015025,2015-12-15,2015-12-15,100000042,13657,11478,2179,N,I,I
500015026,2015-12-15,2015-12-15,100000021,9,8,1,N,I,I
500015027,2015-12-15,2015-12-15,100000040,14127,11873,2254,N,I,I
500015028,2015-12-15,2015-12-15,100000032,19594,16466,3128,N,I,I
500015029,2015-12-15,2015-12-15,100000021,352,297,55,N,I,I
500015030,2015-12-15,2015-12-15,100000017,3734,3139,595,N,I,I
500015031,2015-12-15,2015-12-15,100000030,11664,9802,1862,N,I,I
500015032,2015-12-15,2015-12-15,100000043,2432,2045,387,N,I,I
500015033,2015-12-15,2015-12-15,100000006,11132,9356,1776,N,I,I
500015034,2015-12-15,2015-12-15,100000010,1495,1258,237,N,I,I
500015035,2015-12-15,2015-12-15,100000002,3371,2834,537,N,I,I
500015036,2015-12-15,2015-12-15,100000025,5890,4950,940,N,I,I
500015037,2015-12-15,2015-12-15,100000015,2092,1760,332,N,I,I
500015038,2015-12-15,2015-12-15,100000004,214,180,34,N,I,I
500015039,2015-12-15,2015-12-15,100000033,18185,15283,2902,N,I,I
500015040,2015-12-15,2015-12-15,100000022,7405,6223,1182,N,I,I
500015041,2015-12-15,2015-12-15,100000000,10764,9047,1717,N,I,I
500015042,2015-12-15,2015-12-15,100000002,1024,862,162,N,I,I
500015043,2015-12-15,2015-12-15,100000022,8504,7147,1357,N,I,I
500015044,2015-12-15,2015-12-15,100000035,2251,1893,358,N,I,I
500015045,2015-12-15,2015-12-15,100000025,3412,2868,544,N,I,I
500015046,2015-12-15,2015-12-15,100000011,16654,13997,2657,N,I,I
500015047,2015-12-15,2015-12-15,100000041,267,225,42,N,I,I
500015048,2015-12-15,2015-12-15,100000034,3475,2921,554,N,I,I
500015049,2015-12-15,2015-12-15,100000039,5880,4943,937,N,I,I
500015050,2015-12-15,2015-12-15,100000031,18207,15300,2907,N,I,I
500015051,2015-12-15,2015-12-15,100000006,1773,1490,283,N,I,I
500015052,2015-12-15,2015-12-15,100000012,1017,855,162,N,I,I
500015053,2015-12-15,2015-12-15,100000042,18661,15683,2978,N,I,I
500015054,2015-12-15,2015-12-15,100000006,20,17,3,N,I,I
500015055,2015-12-16,2015-12-16,100000015,16743,14072,2671,N,I,I
500015056,2015-12-16,2015-12-16,100000012,5661,4759,902,N,I,I
500015057,2015-12-16,2015-12-16,100000012,149558,125680,23878,N,I,I
500015058,2015-12-16,2015-12-16,100000031,49681,41749,7932,N,I,I
500015059,2015-12-16,2015-12-16,100000029,1317,1107,210,N,I,I
500015060,2015-12-16,2015-12-16,100000012,2286,1923,363,N,I,I
500015061,2015-12-16,2015-12-16,100000039,13376,11241,2135,N,I,I
500015062,2015-12-16,2015-12-16,100000016,8992,7558,1434,N,I,I
500015063,2015-12-16,2015-12-16,100000021,12380,10405,1975,N,I,I
500015064,2015-12-16,2015-12-16,100000010,5741,4825,916,N,I,I
500015065,2015-12-16,2015-12-16,100000022,188,159,29,N,I,I
500015066,2015-12-16,2015-12-16,100000000,5712,4800,912,N,I,I
500015067,2015-12-16,2015-12-16,100000035,4176,3510,666,N,I,I
500015068,2015-12-16,2015-12-16,100000009,342,288,54,N,I,I
500015069,2015-12-16,2015-12-16,100000010,2895,2434,461,N,I,I
500015070,2015-12-16,2015-12-16,100000016,21257,17864,3393,N,I,I
500015071,2015-12-16,2015-12-16,100000034,17318,14555,2763,N,I,I
500015072,2015-12-16,2015-12-16,100000028,12828,10781,2047,N,I,I
500015073,2015-12-16,2015-12-16,100000039,3072,2583,489,N,I,I
500015074,2015-12-16,2015-12-16,100000008,4560,3833,727,N,I,I
500015075,2015-12-16,2015-12-16,100000019,14633,12298,2335,N,I,I
500015076,2015-12-17,2015-12-17,100000002,6351,5338,1013,N,I,I
500015077,2015-12-17,2015-12-17,100000023,1580,1328,252,N,I,I
500015078,2015-12-17,2015-12-17,100000008,4664,3920,744,N,I,I
500015079,2015-12-17,2015-12-17,100000010,193,163,30,N,I,I
500015080,2015-12-17,2015-12-17,100000043,19787,16630,3157,N,I,I
500015081,2015-12-17,2015-12-17,100000019,815,687,128,N,I,I
500015082,2015-12-17,2015-12-17,100000041,2793,2348,445,N,I,I
500015083,2015-12-17,2015-12-17,100000024,11,10,1,N,I,I
500015084,2015-12-17,2015-12-17,100000036,143174,120315,22859,N,I,I
500015085,2015-12-17,2015-12-17,100000009,41,35,6,N,I,I
500015086,2015-12-18,2015-12-18,100000043,31853,26768,5085,N,I,I
500015087,2015-12-18,2015-12-18,100000025,16188,13604,2584,N,I,I
500015088,2015-12-18,2015-12-18,100000006,7048,5924,1124,N,I,I
500015089,2015-12-18,2015-12-18,100000023,8139,6841,1298,N,I,I
500015090,2015-12-18,2015-12-18,100000026,57,48,9,N,I,I
500015091,2015-12-18,2015-12-18,100000008,1829,1539,290,N,I,I
500015092,2015-12-18,2015-12-18,100000035,354,298,56,N,I,I
500015093,2015-12-18,2015-12-18,100000040,16025,13468,2557,N,I,I
500015094,2015-12-18,2015-12-18,100000018,3958,3327,631,N,I,I
500015095,2015-12-18,2015-12-18,100000043,278,234,44,N,I,I
500015096,2015-12-18,2015-12-18,100000035,528,445,83,N,I,I
500015097,2015-12-18,2015-12-18,100000028,10462,8792,1670,N,I,I
500015098,2015-12-18,2015-12-18,100000033,43423,36490,6933,N,I,I
500015099,2015-12-18,2015-12-18,100000020,15310,12867,2443,N,I,I
500015100,2015-12-18,2015-12-18,100000003,6125,5149,976,N,I,I
500015101,2015-12-18,2015-12-18,100000020,5814,4887,927,N,I,I
500015102,2015-12-18,2015-12-18,100000004,121805,102358,19447,N,I,I
500015103,2015-12-18,2015-12-18,100000020,256,216,40,N,I,I
500015104,2015-12-19,2015-12-19,100000006,21914,18417,3497,N,I,I
500015105,2015-12-19,2015-12-19,100000017,485,408,77,N,I,I
500015106,2015-12-19,2015-12-19,100000035,13335,11207,2128,N,I,I
500015107,2015-12-19,2015-12-19,100000018,2007,1688,319,N,I,I
500015108,2015-12-19,2015-12-19,100000035,19956,16771,3185,N,I,I
500015109,2015-12-19,2015-12-19,100000024,2411,2027,384,N,I,I
500015110,2015-12-19,2015-12-19,100000021,15681,13179,2502,N,I,I
500015111,2015-12-19,2015-12-19,100000005,900,758,142,N,I,I
500015112,2015-12-19,2015-12-19,100000012,47814,40180,7634,N,I,I
500015113,2015-12-19,2015-12-19,100000038,3369,2832,537,N,I,I
